,1995-08,100.7712,,,,
,1995-09,100.5367,,,,
,1995-10,100.3817,,,,
,1995-11,100.3047,,,,
,1995-12,100.3285,,,,
,1996-01,100.3446,,,,
,1996-02,100.415,,,,
,1996-03,100.5583,,,,
,1996-04,100.5866,,,,
,1996-05,100.5662,,,,
,1996-06,100.673,,,,
,1996-07,100.83,,,,
,1996-08,100.9482,,,,
,1996-09,101.0375,,,,
,1996-10,101.1577,,,,
,1996-11,101.26,,,,
,1996-12,101.275,,,,
,1997-01,101.3249,,,,
,1997-02,101.4409,,,,
,1997-03,101.5715,,,,
,1997-04,101.7336,,,,
,1997-05,101.9167,,,,
,1997-06,102.0836,,,,
,1997-07,102.1959,,,,
,1997-08,102.1985,,,,
,1997-09,102.2092,,,,
,1997-10,102.2024,,,,
,1997-11,102.1843,,,,
,1997-12,102.1532,,,,
,1998-01,102.3034,,,,
,1998-02,102.4639,,,,
,1998-03,102.4714,,,,
,1998-04,102.4503,,,,
,1998-05,102.3529,,,,
,1998-06,102.2358,,,,
,1998-07,102.1019,,,,
,1998-08,101.9127,,,,
,1998-09,101.676,,,,
,1998-10,101.5422,,,,
,1998-11,101.6341,,,,
,1998-12,101.7747,,,,
,1999-01,102.0103,,,,
,1999-02,102.2151,,,,
,1999-03,102.2498,,,,
,1999-04,102.245,,,,
,1999-05,102.2879,,,,
,1999-06,102.2988,,,,
,1999-07,102.2442,,,,
,1999-08,102.1837,,,,
,1999-09,102.1736,,,,
,1999-10,102.1533,,,,
,1999-11,102.2692,,,,
,1999-12,102.4301,,,,
,2000-01,102.6559,,,,
,2000-02,102.7076,,,,
,2000-03,102.6285,,,,
,2000-04,102.6103,,,,
,2000-05,102.5856,,,,
,2000-06,102.4888,,,,
,2000-07,102.4561,,,,
,2000-08,102.4219,,,,
,2000-09,102.3732,,,,
,2000-10,102.2665,,,,
,2000-11,102.0194,,,,
,2000-12,101.5009,,,,
,2001-01,100.987,,,,
,2001-02,100.6114,,,,
,2001-03,100.4493,,,,
,2001-04,100.4169,,,,
,2001-05,100.5376,,,,
,2001-06,100.6152,,,,
,2001-07,100.5307,,,,
,2001-08,100.2345,,,,
,2001-09,99.8077,,,,
,2001-10,99.65382,,,,
,2001-11,99.79896,,,,
,2001-12,100.1502,,,,
,2002-01,100.4898,,,,
,2002-02,100.6933,,,,
,2002-03,100.8773,,,,
,2002-04,100.9291,,,,
,2002-05,100.9035,,,,
,2002-06,100.6572,,,,
,2002-07,100.3275,,,,
,2002-08,100.0557,,,,
,2002-09,99.81794,,,,
,2002-10,99.63846,,,,
,2002-11,99.65324,,,,
,2002-12,99.65075,,,,
,2003-01,99.47523,,,,
,2003-02,99.31954,,,,
,2003-03,99.40132,,,,
,2003-04,99.82826,,,,
,2003-05,100.2492,,,,
,2003-06,100.4028,,,,
,2003-07,100.405,,,,
,2003-08,100.3171,,,,
,2003-09,100.2822,,,,
,2003-10,100.4281,,,,
,2003-11,100.7156,,,,
,2003-12,101.0139,,,,
,2004-01,101.2888,,,,
,2004-02,101.177,,,,
,2004-03,101.0119,,,,
,2004-04,100.8435,,,,
,2004-05,100.7663,,,,
,2004-06,100.9021,,,,
,2004-07,101.0117,,,,
,2004-08,100.9874,,,,
,2004-09,100.8704,,,,
,2004-10,100.7826,,,,
,2004-11,100.8458,,,,
,2004-12,100.9794,,,,
,2005-01,100.9649,,,,
,2005-02,100.8117,,,,
,2005-03,100.5859,,,,
,2005-04,100.4004,,,,
,2005-05,100.4673,,,,
,2005-06,100.7135,,,,
,2005-07,100.6215,,,,
,2005-08,100.0395,,,,
,2005-09,99.33213,,,,
,2005-10,99.10257,,,,
,2005-11,99.48301,,,,
,2005-12,100.0507,,,,
,2006-01,100.3068,,,,
,2006-02,100.2589,,,,
,2006-03,100.1297,,,,
,2006-04,99.88211,,,,
,2006-05,99.60465,,,,
,2006-06,99.58421,,,,
,2006-07,99.61979,,,,
,2006-08,99.71648,,,,
,2006-09,100.0267,,,,
,2006-10,100.4398,,,,
,2006-11,100.6671,,,,
,2006-12,100.7806,,,,
,2007-01,100.8121,,,,
,2007-02,100.5926,,,,
,2007-03,100.3253,,,,
,2007-04,100.1541,,,,
,2007-05,100.0947,,,,
,2007-06,100.0547,,,,
,2007-07,100.032,,,,
,2007-08,99.80653,,,,
,2007-09,99.55558,,,,
,2007-10,99.26588,,,,
,2007-11,98.98473,,,,
,2007-12,98.81932,,,,
,2008-01,98.66032,,,,
,2008-02,98.27767,,,,
,2008-03,97.81635,,,,
,2008-04,97.29633,,,,
,2008-05,96.92297,,,,
,2008-06,96.80556,,,,
,2008-07,97.00549,,,,
,2008-08,97.25879,,,,
,2008-09,97.33366,,,,
,2008-10,96.98624,,,,
,2008-11,96.73364,,,,
,2008-12,96.7263,,,,
,2009-01,96.73339,,,,
,2009-02,96.70776,,,,
,2009-03,96.90652,,,,
,2009-04,97.34762,,,,
,2009-05,97.72716,,,,
,2009-06,97.88429,,,,
,2009-07,97.83979,,,,
,2009-08,97.88279,,,,
,2009-09,98.05784,,,,
,2009-10,98.08701,,,,
,2009-11,98.10083,,,,
,2009-12,98.27222,,,,
,2010-01,98.43108,,,,
,2010-02,98.48524,,,,
,2010-03,98.4822,,,,
,2010-04,98.46212,,,,
,2010-05,98.46088,,,,
,2010-06,98.36747,,,,
,2010-07,98.08792,,,,
,2010-08,97.91743,,,,
,2010-09,97.8675,,,,
,2010-10,97.96423,,,,
,2010-11,98.21693,,,,
,2010-12,98.46327,,,,
,2011-01,98.5696,,,,
,2011-02,98.52142,,,,
,2011-03,98.28221,,,,
,2011-04,98.22485,,,,
,2011-05,98.20944,,,,
,2011-06,97.90771,,,,
,2011-07,97.34119,,,,
,2011-08,96.85764,,,,
,2011-09,96.79166,,,,
,2011-10,97.01916,,,,
,2011-11,97.45293,,,,
,2011-12,97.98949,,,,
,2012-01,98.44693,,,,
,2012-02,98.70195,,,,
,2012-03,98.82484,,,,
,2012-04,98.85928,,,,
,2012-05,98.80396,,,,
,2012-06,98.60139,,,,
,2012-07,98.53001,,,,
,2012-08,98.69832,,,,
,2012-09,99.01172,,,,
,2012-10,99.23647,,,,
,2012-11,99.15087,,,,
,2012-12,98.81996,,,,
,2013-01,98.69274,,,,
,2013-02,98.79479,,,,
,2013-03,98.96009,,,,
,2013-04,99.1703,,,,
,2013-05,99.5056,,,,
,2013-06,99.67896,,,,
,2013-07,99.64159,,,,
,2013-08,99.36323,,,,
,2013-09,98.9855,,,,
,2013-10,98.75199,,,,
,2013-11,98.85159,,,,
,2013-12,99.15264,,,,
,2014-01,99.32401,,,,
,2014-02,99.39349,,,,
,2014-03,99.42548,,,,
,2014-04,99.49787,,,,
,2014-05,99.48437,,,,
,2014-06,99.45818,,,,
,2014-07,99.45006,,,,
,2014-08,99.54417,,,,
,2014-09,99.74679,,,,
,2014-10,100.0317,,,,
,2014-11,100.3812,,,,
,2014-12,100.7687,,,,
,2015-01,101.0298,,,,
,2015-02,101.0321,,,,
,2015-03,100.9367,,,,
,2015-04,100.8826,,,,
,2015-05,100.8032,,,,
,2015-06,100.8171,,,,
,2015-07,100.7038,,,,
,2015-08,100.5166,,,,
,2015-09,100.3479,,,,
,2015-10,100.3768,,,,
,2015-11,100.4919,,,,
,2015-12,100.5878,,,,
,2016-01,100.6007,,,,
,2016-02,100.5639,,,,
,2016-03,100.5245,,,,
,2016-04,100.5463,,,,
,2016-05,100.6672,,,,
,2016-06,100.6454,,,,
,2016-07,100.5005,,,,
,2016-08,100.3958,,,,
,2016-09,100.3769,,,,
,2016-10,100.4529,,,,
,2016-11,100.7781,,,,
,2016-12,101.1115,,,,
,2017-01,101.2579,,,,
,2017-02,101.2457,,,,
,2017-03,101.2155,,,,
,2017-04,101.1764,,,,
,2017-05,101.1061,,,,
,2017-06,101.0015,,,,
,2017-07,100.961,,,,
,2017-08,101.0563,,,,
,2017-09,101.1756,,,,
,2017-10,101.3234,,,,
,2017-11,101.3036,,,,
,2017-12,101.222,,,,
,2018-01,101.251,,,,
,2018-02,101.4086,,,,
,2018-03,101.5066,,,,
,2018-04,101.4576,,,,
,2018-05,101.3743,,,,
,2018-06,101.3166,,,,
,2018-07,101.282,,,,
,2018-08,101.2865,,,,
,2018-09,101.3644,,,,
,2018-10,101.3662,,,,
,2018-11,101.3337,,,,
,2018-12,101.3239,,,,
